frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
126,-0.0880854,1.5936,0.0260631,13.1811,54.8538,357.299,0.0910597,0.459847,-0.0736329,0.880243,0.796144,-0.228029,0.560498,0.213377,0.972573,0.0925896
127,-0.0880582,1.5935,0.0257173,13.2065,54.9846,357.304,0.0911898,0.46084,-0.0738026,0.879695,0.797337,-0.228461,0.558622,0.213895,0.972475,0.0924161
128,-0.0880103,1.59356,0.0253237,13.1284,55.1862,357.312,0.0904926,0.462402,-0.0735881,0.878965,0.799553,-0.227134,0.55599,0.213051,0.972792,0.0910251
129,-0.0879925,1.59347,0.0249691,13.1698,55.3723,357.345,0.0908272,0.463791,-0.0736435,0.878194,0.80122,-0.227838,0.553296,0.213596,0.972654,0.0912173
130,-0.0880147,1.59337,0.0245379,13.2315,55.5757,357.434,0.0915288,0.465261,-0.0733749,0.877366,0.802977,-0.228885,0.550309,0.213923,0.972477,0.0923315
131,-0.0879432,1.5935,0.0241088,13.1193,55.8043,357.426,0.0904888,0.46705,-0.0731667,0.87654,0.805535,-0.226979,0.547352,0.212793,0.972917,0.0902892
132,-0.0877498,1.59357,0.0234384,13.1159,56.1369,357.443,0.0903207,0.469579,-0.0732845,0.875195,0.808709,-0.226922,0.542675,0.213102,0.972943,0.0892709
133,-0.0876172,1.59369,0.0223564,13.148,56.6291,357.446,0.0902612,0.473323,-0.0737819,0.873141,0.813236,-0.227467,0.535637,0.214289,0.972818,0.0877761
134,-0.0874119,1.59402,0.021964,13.0146,56.8226,357.381,0.0888511,0.474887,-0.0738772,0.872428,0.81548,-0.225199,0.533176,0.213293,0.973295,0.0848657
135,-0.0872604,1.59419,0.0214391,12.9676,57.0794,357.27,0.0878636,0.47694,-0.0747295,0.871334,0.818017,-0.2244,0.529616,0.21404,0.973391,0.0818342
136,-0.0872254,1.59413,0.0211989,13.006,57.2097,357.234,0.0879199,0.477948,-0.0752633,0.870731,0.819093,-0.225053,0.527672,0.21511,0.973211,0.0811653
137,-0.0872521,1.59393,0.0210904,13.0955,57.2577,357.152,0.0882305,0.478349,-0.076289,0.87039,0.819237,-0.226575,0.526796,0.217212,0.972791,0.0806043
138,-0.0872573,1.59373,0.0210048,13.1031,57.4033,357.196,0.0883736,0.479419,-0.0761015,0.869802,0.820549,-0.226704,0.524695,0.217122,0.972797,0.0807661
